sale_id,product_id,sale_amount,sale_date
2208,70,308.47,2023-05-30
2209,84,778.11,2023-05-03
2210,22,961.2,2023-11-13
2211,28,671.11,2023-03-11
2212,67,772.14,2023-03-02
2213,100,37.06,2023-08-02
2214,57,174.19,2023-03-31
2215,98,934.28,2023-05-29
2216,1,641.14,2023-11-04
2217,20,742.03,2023-01-12
2218,60,993.79,2023-01-10
2219,7,918.26,2023-09-23
2220,71,568.46,2023-02-22
2221,14,278.96,2023-03-03
2222,26,210.39,2023-12-07
2223,55,672.2,2023-10-14
2224,82,962.07,2023-04-05
2225,37,549.16,2023-01-08
2226,91,751.74,2023-12-11
2227,12,509.08,2023-07-17
2228,37,988.1,2023-02-21
2229,1,691.14,2023-10-02
2230,70,519.07,2023-11-06
2231,66,471.16,2023-05-29
2232,83,587.96,2023-06-29
2233,32,746.08,2023-06-25
2234,20,895.27,2023-04-19
2235,86,107.86,2023-08-30
2236,91,939.74,2023-03-11
2237,75,470.47,2023-09-22
2238,54,97.28,2023-10-25
2239,53,955.37,2023-01-25
2240,99,528.73,2023-04-22
2241,39,105.67,2023-04-06
2242,48,265.21,2023-12-29
2243,91,406.68,2023-09-01
2244,9,604.85,2023-01-12
2245,14,281.22,2023-11-25
2246,9,924.41,2023-06-21
2247,7,933.0,2023-06-10
2248,18,520.28,2023-01-31
2249,28,413.89,2023-01-06
2250,28,599.97,2023-07-13
2251,89,919.71,2023-05-25
2252,22,897.66,2023-05-22
2253,42,719.93,2023-06-12
2254,37,968.39,2023-10-06
2255,66,747.52,2023-12-29
2256,35,856.36,2023-09-07
2257,19,878.9,2023-09-21
2258,41,163.79,2023-05-22
2259,50,506.03,2023-12-30
2260,55,761.29,2023-03-08
2261,47,915.53,2023-05-14
2262,51,137.8,2023-07-20
2263,70,133.25,2023-08-07
2264,22,789.39,2023-03-20
2265,5,568.54,2023-12-24
2266,44,869.57,2023-06-03
2267,11,278.17,2023-07-18
2268,32,711.49,2023-08-11
2269,96,923.65,2023-07-08
2270,69,107.39,2023-08-02
2271,59,16.92,2023-12-30
2272,50,565.63,2023-03-08
2273,3,261.89,2023-09-10
2274,29,957.19,2023-03-03
2275,27,145.07,2023-02-11
2276,6,442.12,2023-08-27
2277,11,870.06,2023-04-29
2278,88,790.72,2023-04-23
2279,62,265.55,2023-08-06
2280,95,107.79,2023-09-10
2281,40,688.21,2023-12-17
2282,82,63.65,2023-05-04
2283,12,520.1,2023-01-30
2284,91,323.75,2023-07-12
2285,56,523.16,2023-07-17
2286,10,885.14,2023-07-08
2287,22,164.97,2023-09-10
2288,89,68.38,2023-11-25
2289,8,560.65,2023-04-02
2290,47,88.45,2023-06-19
2291,87,855.74,2023-05-13
2292,81,691.91,2023-06-25
2293,91,710.16,2023-01-06
2294,80,375.73,2023-09-05
2295,70,825.33,2023-03-08
2296,14,690.41,2023-11-24
2297,3,854.53,2023-01-25
2298,27,395.52,2023-01-10
2299,82,584.29,2023-02-24
2300,24,107.65,2023-04-29
2301,38,682.62,2023-02-13
2302,4,859.88,2023-01-21
2303,30,963.16,2023-07-22
2304,48,484.47,2023-04-23
2305,48,192.88,2023-04-06
2306,77,570.26,2023-07-26
2307,99,599.11,2023-03-21
2308,79,793.14,2023-01-09
2309,81,103.53,2023-11-19
2310,32,479.11,2023-01-17
2311,4,445.32,2023-04-03
2312,79,385.71,2023-09-01
2313,34,324.19,2023-05-28
2314,27,141.23,2023-04-30
2315,8,616.83,2023-03-02
2316,88,861.3,2023-06-20
2317,51,846.23,2023-09-08
2318,78,969.28,2023-06-18
2319,18,723.44,2023-05-05
2320,70,662.71,2023-12-21
2321,36,903.86,2023-01-20
2322,89,523.87,2023-09-24
2323,77,987.27,2023-09-26
2324,65,334.3,2023-10-28
2325,94,999.34,2023-09-28
2326,49,175.52,2023-07-13
2327,28,508.14,2023-01-06
2328,11,994.92,2023-02-26
2329,54,503.42,2023-04-14
2330,69,723.86,2023-01-15
2331,97,286.85,2023-05-05
2332,91,18.5,2023-08-11
2333,37,180.73,2023-10-06
2334,68,917.06,2023-02-14
2335,83,815.22,2023-11-08
2336,49,716.31,2023-05-13
2337,3,619.84,2023-12-30
2338,11,214.36,2023-01-19
2339,46,389.24,2023-11-04
2340,7,708.66,2023-07-01
2341,68,124.8,2023-05-24
2342,60,69.59,2023-03-10
2343,52,140.97,2023-11-18
2344,44,670.84,2023-02-03
2345,5,273.85,2023-03-18
2346,85,803.39,2023-11-03
2347,78,593.16,2023-03-23
2348,32,548.4,2023-01-17
2349,34,30.09,2023-12-08
2350,74,189.2,2023-11-09
2351,96,503.26,2023-04-13
2352,40,544.5,2023-01-15
2353,30,729.77,2023-02-21
2354,31,792.1,2023-06-21
2355,51,27.8,2023-11-16
2356,73,957.64,2023-04-30
2357,85,259.67,2023-03-29
2358,7,963.75,2023-02-16
2359,90,750.93,2023-11-02
2360,69,673.4,2023-01-29
2361,96,471.11,2023-08-15
2362,27,616.87,2023-07-01
2363,71,966.5,2023-11-06
2364,36,520.79,2023-07-18
2365,62,560.29,2023-06-16
2366,34,298.48,2023-12-15
2367,10,446.73,2023-09-10
2368,21,70.49,2023-12-22
2369,34,798.0,2023-03-17
2370,15,239.35,2023-03-25
2371,82,559.79,2023-06-28
2372,95,280.3,2023-02-07
2373,46,163.68,2023-06-16
2374,87,59.94,2023-01-12
2375,80,880.16,2023-11-20
2376,57,114.05,2023-10-28
2377,23,357.26,2023-05-14
2378,27,383.92,2023-08-02
2379,56,369.43,2023-03-10
2380,97,11.39,2023-10-21
2381,96,644.88,2023-06-10
2382,79,79.04,2023-07-20
2383,12,382.41,2023-11-22
2384,1,404.88,2023-06-10
2385,81,446.33,2023-12-09
2386,34,664.98,2023-02-08
2387,79,183.9,2023-09-07
2388,78,421.5,2023-06-11
2389,24,804.71,2023-08-05
2390,71,188.78,2023-12-09
2391,48,964.23,2023-12-09
2392,86,383.78,2023-05-12
2393,10,745.33,2023-09-24
2394,1,87.42,2023-07-04
2395,81,357.72,2023-11-10
2396,81,21.78,2023-07-13
2397,50,725.27,2023-02-26
2398,35,815.25,2023-09-18
2399,83,89.7,2023-12-31
2400,15,150.83,2023-10-04
2401,63,173.01,2023-07-03
2402,63,145.79,2023-12-03
2403,19,622.42,2023-11-05
2404,42,530.6,2023-01-31
2405,20,701.31,2023-08-13
2406,41,455.77,2023-09-23
2407,82,634.32,2023-05-10
2408,94,68.27,2023-03-12
2409,13,218.08,2023-03-28
2410,5,459.17,2023-08-03
2411,99,995.79,2023-04-15
2412,47,722.17,2023-10-21
2413,6,953.67,2023-04-17
2414,98,616.69,2023-07-06
2415,41,680.32,2023-12-23
2416,50,836.17,2023-02-11
2417,73,816.74,2023-05-11
2418,59,500.48,2023-02-25
2419,43,487.63,2023-09-15
2420,20,22.56,2023-04-05
2421,44,558.81,2023-08-30
2422,73,362.96,2023-09-19
2423,71,949.51,2023-05-10
2424,84,136.39,2023-11-22
2425,91,487.1,2023-07-03
2426,43,242.32,2023-08-10
2427,39,124.39,2023-06-27
2428,83,427.06,2023-12-01
2429,100,420.01,2023-10-18
2430,100,285.07,2023-01-25
2431,77,827.99,2023-04-14
2432,1,915.81,2023-02-26
2433,25,328.69,2023-02-26
2434,13,332.79,2023-10-17
2435,34,786.51,2023-01-31
2436,77,812.73,2023-01-05
2437,24,142.89,2023-08-30
2438,71,245.0,2023-05-03
2439,93,493.58,2023-08-25
2440,21,317.18,2023-02-26
2441,13,705.19,2023-04-29
2442,43,425.44,2023-03-31
2443,12,125.53,2023-09-02
2444,68,427.48,2023-09-13
2445,27,157.66,2023-09-24
2446,7,593.91,2023-09-03
2447,57,431.88,2023-02-23
2448,51,898.29,2023-10-01
2449,34,325.95,2023-12-07
2450,28,652.32,2023-12-31
2451,88,92.33,2023-11-23
2452,80,847.02,2023-01-05
2453,1,580.35,2023-02-12
2454,80,686.93,2023-11-29
2455,59,277.2,2023-07-22
2456,16,290.64,2023-08-12
2457,41,54.0,2023-07-27
2458,42,614.47,2023-12-27
2459,62,337.0,2023-11-06
2460,63,951.98,2023-10-22
2461,48,543.8,2023-04-13
2462,91,71.8,2023-11-21
2463,89,264.72,2023-09-22
2464,12,436.07,2023-11-21
2465,50,374.27,2023-08-01
2466,61,787.74,2023-07-11
2467,28,224.73,2023-03-28
2468,97,689.19,2023-08-26
2469,18,896.69,2023-08-28
2470,6,71.8,2023-10-18
2471,70,590.35,2023-04-30
2472,94,415.44,2023-02-22
2473,55,724.9,2023-11-07
2474,4,262.13,2023-01-20
2475,11,785.56,2023-01-19
2476,71,166.46,2023-02-09
2477,94,267.6,2023-04-19
2478,33,443.85,2023-02-26
2479,3,150.02,2023-05-24
2480,98,888.3,2023-05-30
2481,85,271.82,2023-11-18
2482,21,150.75,2023-10-14
2483,18,636.0,2023-05-28
2484,2,950.07,2023-09-08
2485,72,901.3,2023-11-11
2486,58,579.09,2023-10-26
2487,98,11.29,2023-10-25
2488,88,146.56,2023-11-25
2489,94,62.86,2023-02-20
2490,10,944.11,2023-08-24
2491,91,372.92,2023-05-06
2492,88,425.67,2023-04-08
2493,84,272.0,2023-07-20
2494,98,39.16,2023-02-05
2495,73,491.6,2023-01-30
2496,50,133.43,2023-11-09
2497,83,882.39,2023-09-09
2498,60,28.45,2023-03-30
2499,70,885.49,2023-03-13
2500,100,962.77,2023-10-14
2501,50,592.94,2023-09-14
2502,16,159.77,2023-05-07
2503,17,523.59,2023-01-25
2504,74,350.57,2023-03-23
2505,33,165.35,2023-08-01
2506,36,596.73,2023-04-11
2507,38,736.71,2023-01-14
2508,81,230.49,2023-01-28
2509,74,279.98,2023-03-27
2510,48,309.18,2023-04-27
2511,86,407.38,2023-06-04
2512,88,919.17,2023-06-07
2513,53,965.14,2023-10-01
2514,10,617.92,2023-09-11
2515,97,134.07,2023-03-09
2516,79,780.61,2023-07-31
2517,13,416.71,2023-07-28
2518,13,553.18,2023-11-01
2519,14,194.39,2023-02-23
2520,28,372.6,2023-04-11
2521,86,396.0,2023-11-24
2522,85,784.01,2023-07-03
2523,80,102.71,2023-02-16
2524,67,839.22,2023-04-29
2525,48,852.39,2023-07-29
2526,77,503.02,2023-07-20
2527,91,59.08,2023-08-09
2528,17,209.06,2023-03-28
2529,15,771.73,2023-06-07
2530,61,51.55,2023-08-26
2531,71,98.71,2023-12-31
2532,7,151.97,2023-09-12
2533,45,662.76,2023-01-13
2534,69,373.78,2023-11-30
2535,64,145.82,2023-11-12
2536,24,660.24,2023-07-01
2537,93,781.87,2023-02-10
2538,97,50.32,2023-03-18
2539,100,851.53,2023-01-12
2540,14,758.03,2023-07-01
2541,46,851.88,2023-07-31
2542,84,704.61,2023-06-25
2543,93,957.73,2023-03-14
2544,55,970.02,2023-09-08
2545,22,555.14,2023-05-25
2546,7,613.27,2023-03-02
2547,58,165.13,2023-05-08
2548,8,379.74,2023-03-02
2549,26,893.14,2023-01-24
2550,92,879.02,2023-08-05
2551,8,505.38,2023-05-31
2552,80,124.66,2023-09-10
2553,88,434.6,2023-10-23
2554,43,170.38,2023-12-18
2555,31,153.2,2023-05-04
2556,84,821.98,2023-03-25
2557,80,555.81,2023-10-29
2558,48,618.86,2023-07-05
2559,47,769.32,2023-11-01
2560,99,692.21,2023-01-02
2561,67,55.04,2023-09-28
2562,63,845.28,2023-12-08
2563,3,371.77,2023-10-20
2564,54,846.66,2023-01-02
2565,58,389.12,2023-09-15
2566,84,803.43,2023-12-14
2567,55,536.77,2023-11-20
2568,88,265.35,2023-06-02
2569,49,142.64,2023-09-01
2570,55,685.48,2023-02-01
2571,5,328.5,2023-07-30
2572,94,715.12,2023-04-18
2573,91,972.45,2023-07-28
2574,87,263.93,2023-01-17
2575,40,637.09,2023-01-29
2576,89,506.04,2023-07-20
2577,25,199.69,2023-03-08
2578,35,232.76,2023-06-08
2579,81,679.72,2023-04-24
2580,79,490.03,2023-03-30
2581,65,309.01,2023-06-08
2582,24,36.6,2023-07-23
2583,42,890.07,2023-11-10
2584,20,404.75,2023-06-16
2585,22,51.75,2023-04-30
2586,43,618.3,2023-12-13
2587,72,307.09,2023-02-19
2588,31,45.55,2023-02-10
2589,83,894.24,2023-03-30
2590,18,524.34,2023-09-23
2591,34,952.54,2023-10-19
2592,12,749.79,2023-10-09
2593,85,934.9,2023-11-21
2594,41,593.61,2023-09-11
2595,26,903.34,2023-06-19
2596,87,559.36,2023-03-03
2597,84,838.56,2023-05-14
2598,83,166.9,2023-10-21
2599,22,538.04,2023-09-15
2600,83,297.43,2023-09-19
2601,60,286.72,2023-09-16
2602,61,542.56,2023-12-14
2603,96,91.22,2023-03-01
2604,87,596.84,2023-12-03
2605,55,467.26,2023-03-29
2606,92,56.74,2023-12-05
2607,58,443.82,2023-01-29
2608,45,31.09,2023-12-18
2609,10,547.92,2023-11-14
2610,3,396.71,2023-06-05
2611,98,795.19,2023-06-16
2612,29,719.31,2023-07-01
2613,17,307.2,2023-08-19
2614,78,913.66,2023-02-26
2615,45,56.48,2023-04-06
2616,83,907.66,2023-04-30
2617,29,212.0,2023-07-05
2618,23,381.75,2023-12-19
2619,95,80.65,2023-03-26
2620,85,603.01,2023-09-06
2621,95,467.26,2023-07-10
2622,61,674.31,2023-05-15
2623,24,186.98,2023-06-21
2624,29,184.52,2023-08-13
2625,43,797.29,2023-07-16
2626,82,559.36,2023-02-04
2627,50,786.45,2023-12-30
2628,30,967.25,2023-03-07
2629,80,915.7,2023-03-26
2630,20,101.37,2023-02-14
2631,3,927.96,2023-01-27
2632,25,44.45,2023-03-09
2633,66,85.5,2023-02-17
2634,95,912.4,2023-09-04
2635,46,931.6,2023-09-03
2636,84,883.67,2023-10-02
2637,60,838.28,2023-03-18
2638,87,252.97,2023-10-13
2639,96,783.44,2023-03-21
2640,64,134.17,2023-03-07
2641,68,598.47,2023-04-09
2642,86,191.79,2023-10-09
2643,66,575.97,2023-02-23
2644,23,617.08,2023-05-15
2645,77,204.4,2023-10-10
2646,93,172.64,2023-10-10
2647,56,311.23,2023-03-05
2648,61,489.93,2023-10-16
2649,1,904.28,2023-06-03
2650,38,766.71,2023-07-09
2651,9,434.27,2023-06-04
2652,77,387.34,2023-02-20
2653,54,148.23,2023-12-16
2654,69,474.91,2023-12-18
2655,31,235.35,2023-09-26
2656,47,170.23,2023-08-13
2657,3,181.53,2023-10-29
2658,61,358.09,2023-08-18
2659,42,709.83,2023-04-16
2660,59,390.08,2023-05-11
2661,64,497.51,2023-09-13
2662,51,653.78,2023-08-26
2663,66,333.63,2023-06-05
2664,38,984.37,2023-11-10
2665,93,481.38,2023-06-05
2666,98,998.06,2023-04-12
2667,26,934.0,2023-02-17
2668,37,953.12,2023-05-04
2669,75,102.48,2023-01-27
2670,13,160.95,2023-05-16
2671,95,300.27,2023-02-13
2672,13,31.57,2023-02-02
2673,51,553.66,2023-04-29
2674,83,311.02,2023-12-17
2675,76,160.37,2023-06-30
2676,30,855.88,2023-07-24
2677,21,612.16,2023-09-24
2678,7,933.16,2023-03-24
2679,61,907.16,2023-11-08
2680,45,213.28,2023-12-22
2681,81,537.68,2023-02-08
2682,84,930.95,2023-06-05
2683,91,914.99,2023-03-27
2684,10,392.49,2023-09-05
2685,55,171.06,2023-05-20
2686,13,848.19,2023-11-28
2687,20,213.64,2023-09-30
2688,5,978.58,2023-12-03
2689,15,378.63,2023-09-30
2690,96,710.81,2023-08-30
2691,44,496.0,2023-07-03
2692,24,883.6,2023-10-09
2693,43,54.07,2023-01-30
2694,52,346.15,2023-07-21
2695,34,963.18,2023-07-25
2696,20,825.85,2023-01-03
2697,43,757.07,2023-02-20
2698,89,58.1,2023-12-06
2699,60,201.33,2023-04-27
2700,11,337.37,2023-06-26
2701,90,518.29,2023-08-26
2702,59,550.66,2023-09-08
2703,75,993.76,2023-06-23
2704,1,439.05,2023-08-16
2705,72,444.61,2023-11-12
2706,63,897.58,2023-04-03
2707,23,988.64,2023-10-08
2708,23,144.71,2023-09-01
2709,82,412.13,2023-01-28
2710,20,189.12,2023-06-20
2711,86,84.61,2023-09-08
2712,7,771.13,2023-06-19
2713,99,356.47,2023-07-06
2714,53,175.2,2023-09-14
2715,1,448.82,2023-12-19
2716,53,21.43,2023-11-27
2717,69,765.24,2023-09-10
2718,94,306.74,2023-09-27
2719,26,934.0,2023-11-05
2720,98,947.56,2023-08-16
2721,100,459.53,2023-10-31
2722,64,366.92,2023-12-18
2723,99,807.86,2023-01-30
2724,1,453.6,2023-07-01
2725,33,833.88,2023-11-16
2726,2,369.91,2023-07-31
2727,72,53.89,2023-04-05
2728,11,369.25,2023-11-07
2729,9,159.93,2023-09-12
2730,96,908.98,2023-04-14
2731,71,156.92,2023-09-05
2732,65,344.26,2023-02-26
2733,37,764.62,2023-05-18
2734,34,650.7,2023-10-13
2735,78,266.48,2023-02-08
2736,56,272.08,2023-11-12
2737,94,162.2,2023-03-26
2738,27,822.2,2023-03-31
2739,35,24.46,2023-04-08
2740,7,124.35,2023-08-27
2741,52,38.67,2023-05-10
2742,15,253.68,2023-08-09
2743,70,504.96,2023-10-08
2744,3,490.68,2023-05-21
2745,90,164.49,2023-03-02
2746,16,617.92,2023-08-04
2747,36,602.14,2023-11-12
2748,76,349.83,2023-09-13
2749,81,165.77,2023-10-29
2750,49,629.03,2023-04-26
2751,37,353.59,2023-09-12
2752,26,740.14,2023-11-18
2753,21,197.53,2023-02-12
2754,45,96.94,2023-11-04
2755,23,240.39,2023-12-09
2756,100,668.41,2023-11-23
2757,27,539.56,2023-10-10
2758,74,317.99,2023-01-11
2759,79,237.13,2023-03-18
2760,5,577.35,2023-08-01
2761,15,574.67,2023-04-27
2762,30,920.85,2023-08-15
2763,93,679.21,2023-09-28
2764,10,967.93,2023-10-06
2765,88,226.99,2023-01-27
2766,12,292.52,2023-01-15
2767,14,503.99,2023-04-08
2768,33,578.21,2023-04-21
2769,53,234.36,2023-09-01
2770,64,473.61,2023-05-22
2771,97,938.68,2023-12-13
2772,57,230.23,2023-08-08
2773,10,13.6,2023-11-08
2774,64,729.21,2023-05-11
2775,87,334.31,2023-10-11
2776,50,677.64,2023-07-31
2777,92,287.86,2023-10-31
2778,92,452.23,2023-01-18
2779,81,342.32,2023-02-27
2780,43,392.27,2023-02-23
2781,97,734.94,2023-02-24
2782,49,282.02,2023-08-25
2783,39,245.15,2023-03-30
2784,4,584.73,2023-12-04
2785,2,29.09,2023-04-05
2786,67,981.97,2023-12-03
2787,86,558.33,2023-04-01
2788,63,243.9,2023-02-18
2789,90,764.77,2023-04-11
2790,93,23.62,2023-08-14
2791,20,210.38,2023-05-29
2792,20,458.65,2023-07-29
2793,9,295.17,2023-11-24
2794,6,806.77,2023-08-05
2795,29,749.83,2023-12-05
2796,39,765.31,2023-10-24
2797,91,462.56,2023-11-12
2798,13,155.69,2023-07-10
2799,16,756.83,2023-09-11
2800,92,614.02,2023-09-05
2801,51,997.48,2023-03-22
2802,83,631.36,2023-03-25
2803,5,248.58,2023-12-04
2804,90,312.08,2023-12-09
2805,12,950.2,2023-09-25
2806,80,617.75,2023-08-20
2807,7,103.52,2023-02-24
2808,53,234.43,2023-11-28
2809,85,843.39,2023-08-20
2810,79,681.83,2023-06-22
2811,46,941.96,2023-11-10
2812,85,714.12,2023-06-09
2813,66,524.55,2023-02-11
2814,94,225.09,2023-10-02
2815,20,645.16,2023-10-14
2816,39,52.58,2023-04-13
2817,48,753.32,2023-07-21
2818,63,54.15,2023-10-01
2819,55,333.52,2023-12-28
2820,19,532.21,2023-01-19
2821,81,549.22,2023-10-12
2822,96,686.85,2023-09-19
2823,52,545.55,2023-12-10
2824,63,596.87,2023-01-17
2825,69,603.57,2023-08-12
2826,44,844.79,2023-10-22
2827,53,923.45,2023-02-09
2828,60,727.06,2023-09-03
2829,78,511.96,2023-09-04
2830,71,888.28,2023-06-14
2831,85,615.42,2023-04-20
2832,63,782.16,2023-07-01
2833,79,690.13,2023-01-21
2834,12,121.16,2023-10-07
2835,3,466.74,2023-08-21
2836,16,68.92,2023-03-20
2837,58,347.18,2023-06-08
2838,41,108.68,2023-03-11
2839,82,211.13,2023-02-16
2840,42,816.13,2023-09-19
2841,94,253.2,2023-11-12
2842,5,36.27,2023-01-07
2843,56,866.75,2023-05-31
2844,44,144.59,2023-06-21
2845,98,49.98,2023-02-24
2846,4,88.9,2023-06-01
2847,57,263.6,2023-07-19
2848,31,939.01,2023-10-30
2849,72,325.24,2023-06-21
2850,80,553.26,2023-08-18
2851,73,303.88,2023-10-29
2852,55,131.5,2023-10-20
2853,31,68.55,2023-04-22
2854,73,117.83,2023-12-23
2855,79,565.89,2023-08-07
2856,6,921.09,2023-02-26
2857,63,72.49,2023-12-10
2858,53,588.99,2023-11-17
2859,44,421.28,2023-01-30
2860,43,56.22,2023-02-11
2861,62,538.2,2023-10-28
2862,80,629.18,2023-03-27
2863,31,845.25,2023-12-31
2864,91,291.31,2023-04-06
2865,96,778.74,2023-07-29
2866,21,529.07,2023-02-11
2867,27,875.62,2023-07-17
2868,48,73.21,2023-10-24
2869,98,464.37,2023-10-07
2870,63,805.16,2023-11-28
2871,16,371.21,2023-03-19
2872,78,972.03,2023-08-08
2873,79,274.44,2023-12-08
2874,47,445.62,2023-11-17
2875,37,160.03,2023-08-13
2876,90,611.73,2023-01-22
2877,8,424.35,2023-01-01
2878,68,507.64,2023-11-05
2879,23,288.48,2023-03-05
2880,64,337.95,2023-12-10
2881,19,280.14,2023-08-27
2882,27,963.69,2023-05-10
2883,41,936.61,2023-09-12
2884,9,565.75,2023-04-21
2885,53,108.55,2023-11-24
2886,26,699.47,2023-06-11
2887,23,376.3,2023-04-14
2888,18,736.43,2023-04-15
2889,26,126.78,2023-05-14
2890,87,350.15,2023-09-02
2891,34,692.56,2023-02-27
2892,55,123.08,2023-05-28
2893,47,289.52,2023-10-02
2894,58,332.89,2023-11-09
2895,51,265.78,2023-04-29
2896,44,243.02,2023-09-12
2897,49,16.34,2023-11-19
2898,99,187.02,2023-09-02
2899,43,524.42,2023-09-20
2900,3,844.21,2023-12-14
2901,30,197.67,2023-03-22
2902,22,920.17,2023-08-03
2903,8,574.09,2023-09-06
2904,98,773.84,2023-05-03
2905,25,328.28,2023-09-12
2906,88,267.78,2023-08-28
2907,52,454.12,2023-10-17
2908,41,55.57,2023-06-13
2909,100,957.74,2023-09-19
2910,54,533.31,2023-06-29
2911,66,492.28,2023-11-21
2912,24,573.83,2023-02-09
2913,61,463.54,2023-03-27
2914,89,713.62,2023-05-05
2915,66,752.92,2023-06-25
2916,62,113.92,2023-08-12
2917,69,403.93,2023-03-05
2918,32,187.17,2023-12-22
2919,81,791.49,2023-07-01
2920,78,784.05,2023-03-23
2921,44,268.66,2023-01-19
2922,80,994.21,2023-07-31
2923,3,744.77,2023-04-06
2924,33,532.88,2023-12-02
2925,80,810.47,2023-06-17
2926,55,747.48,2023-09-27
2927,50,229.01,2023-08-26
2928,58,74.55,2023-11-10
2929,48,521.36,2023-04-27
2930,12,910.22,2023-05-26
2931,70,178.09,2023-04-05
2932,77,342.51,2023-05-03
2933,13,883.81,2023-08-02
2934,32,49.4,2023-02-13
2935,81,789.64,2023-09-13
2936,41,927.63,2023-06-09
2937,33,584.31,2023-01-27
2938,79,101.93,2023-02-06
2939,73,859.6,2023-09-16
2940,48,129.85,2023-07-26
2941,74,995.75,2023-09-18
2942,98,883.99,2023-01-23
2943,20,680.94,2023-07-21
2944,35,863.12,2023-11-08
2945,59,584.77,2023-05-03
2946,90,116.95,2023-01-03
2947,47,718.83,2023-02-28
2948,58,154.14,2023-09-25
2949,19,282.22,2023-08-23
2950,50,142.09,2023-09-27
2951,21,694.95,2023-06-17
2952,6,673.55,2023-07-01
2953,52,611.97,2023-08-02
2954,30,452.12,2023-12-23
2955,21,735.06,2023-02-07
2956,87,218.01,2023-07-05
2957,75,304.22,2023-01-04
2958,97,612.76,2023-04-21
2959,63,178.87,2023-09-16
2960,49,263.8,2023-09-23
2961,89,717.75,2023-03-12
2962,11,141.97,2023-07-03
2963,64,878.34,2023-08-06
2964,34,302.66,2023-10-06
2965,65,20.66,2023-10-13
2966,28,647.07,2023-05-13
2967,63,652.86,2023-12-16
2968,76,339.62,2023-10-09
2969,60,199.32,2023-02-01
2970,66,972.32,2023-11-22
2971,54,243.82,2023-01-28
2972,57,593.32,2023-04-28
2973,78,209.58,2023-09-10
2974,26,387.37,2023-11-16
2975,19,260.85,2023-09-15
2976,31,883.32,2023-06-27
2977,28,720.26,2023-07-02
2978,98,980.94,2023-04-13
2979,53,176.32,2023-04-10
2980,9,596.88,2023-10-21
2981,84,997.76,2023-03-30
2982,14,541.34,2023-05-10
2983,66,847.6,2023-03-29
2984,58,758.81,2023-05-01
2985,49,878.91,2023-08-08
2986,100,178.76,2023-03-15
2987,54,770.55,2023-04-18
2988,66,457.22,2023-10-14
2989,23,304.58,2023-09-10
2990,14,297.07,2023-08-03
2991,88,332.47,2023-08-18
2992,82,709.6,2023-06-10
2993,1,176.37,2023-02-21
2994,70,725.06,2023-03-18
2995,47,991.64,2023-06-13
2996,11,252.47,2023-07-28
2997,28,48.58,2023-06-08
2998,46,405.51,2023-07-10
2999,74,604.64,2023-08-21
3000,9,509.19,2023-12-07
3001,23,220.85,2023-02-12
3002,42,381.0,2023-07-14
3003,86,612.44,2023-01-04
3004,53,525.04,2023-07-04
3005,34,29.35,2023-01-15
3006,80,221.55,2023-12-18
3007,85,486.49,2023-12-05
3008,47,68.86,2023-05-23
3009,52,734.45,2023-06-22
3010,85,517.7,2023-08-03
3011,10,333.88,2023-06-29
3012,36,700.17,2023-07-06
3013,100,361.89,2023-01-28
3014,75,328.28,2023-08-01
3015,44,198.54,2023-11-03
3016,73,960.18,2023-07-29
3017,71,906.33,2023-01-05
3018,60,249.94,2023-11-29
3019,56,276.13,2023-01-08
3020,92,595.63,2023-06-19
3021,48,35.79,2023-02-28
3022,70,196.47,2023-07-24
3023,69,302.93,2023-09-13
3024,90,135.03,2023-05-07
3025,31,544.86,2023-12-17
3026,86,335.34,2023-10-07
3027,79,414.78,2023-04-15
3028,78,465.52,2023-07-12
3029,31,991.37,2023-11-18
3030,6,238.31,2023-01-23
3031,69,185.07,2023-03-01
3032,28,947.36,2023-12-24
3033,43,805.03,2023-04-21
3034,41,942.16,2023-07-25
3035,56,181.18,2023-09-18
3036,3,397.0,2023-11-10
3037,52,218.6,2023-08-25
3038,10,366.35,2023-12-06
3039,42,846.2,2023-12-26
3040,85,72.61,2023-03-30
3041,23,768.53,2023-11-20
3042,96,798.42,2023-08-26
3043,35,755.22,2023-09-13
3044,54,102.79,2023-05-10
3045,17,372.24,2023-11-10
3046,53,375.23,2023-12-05
3047,65,552.69,2023-11-21
3048,97,872.55,2023-11-21
3049,35,800.67,2023-08-29
3050,8,659.81,2023-02-09
3051,54,571.62,2023-05-02
3052,55,414.8,2023-04-20
3053,65,990.57,2023-11-09
3054,22,451.7,2023-06-01
3055,1,657.19,2023-07-18
3056,51,95.47,2023-10-05
3057,38,530.46,2023-07-06
3058,45,851.62,2023-11-27
3059,44,851.21,2023-06-21
3060,87,684.67,2023-09-12
3061,12,741.99,2023-10-31
3062,71,349.16,2023-08-02
3063,8,627.54,2023-03-16
3064,32,779.44,2023-01-08
3065,57,651.91,2023-10-29
3066,67,842.17,2023-11-22
3067,95,198.6,2023-01-14
3068,65,398.91,2023-04-08
3069,70,361.38,2023-02-27
3070,77,752.62,2023-05-27
3071,42,874.12,2023-11-06
3072,5,707.17,2023-12-19
3073,71,94.72,2023-04-02
3074,90,891.57,2023-11-23
3075,31,875.68,2023-03-19
3076,79,22.05,2023-05-20
3077,54,182.85,2023-03-01
3078,51,970.44,2023-12-09
3079,54,249.8,2023-08-14
3080,8,634.29,2023-09-13
